Mike's Restaurants,Linguine Al Salmone Regular Portion (Multigrain),513fbc1283aa2dc80c0012eb,513fc9ce673c4fbc26007380,NULL,1,Pasta (no garlilc bread) - Linguine al salmone regular portion (multigrain),NULL,1100,NULL,55,14,0.2,NULL,NULL,225,2420,108,8,8,58,10,10,45,35,NULL,NULL,676,g,NULL,NULL,2014-12-30T07:53:53+00:00,19444
Fosters Freeze,Hot Fudge Malt - 20 oz.,521b95444a56d006cae298e4,ae497599226d33ec2b960ae4,NULL,1,MALTS - Hot Fudge Malt - 20 oz.,NULL,712.7,NULL,NULL,16.4,NULL,NULL,NULL,NULL,413.6,103.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,oz.,NULL,NULL,2014-12-30T08:26:02+00:00,26065
Sizzler,Blue Cheese Dressing,521b95434a56d006cae2967f,534449777ba4ca15456f4fe0,NULL,1,,NULL,320,271,30,3.3,0,NULL,NULL,6.3,498,10,0.2,9.2,1.8,2,1,5,1,NULL,NULL,1,serving,NULL,NULL,2014-12-30T08:18:53+00:00,21607
Runza,BLT Runzaå¨ Sandwich,521b95434a56d006cae296ce,53444af57395ed134519e809,NULL,1,RUNZA SANDWICHES - BLT Runzaå¨ Sandwich,NULL,745,NULL,40,12,3,NULL,NULL,60,1760,68,4,11,25,NULL,NULL,NULL,NULL,NULL,NULL,1,sandwich,NULL,NULL,2014-12-30T08:23:02+00:00,25318
Menchie's Frozen Yogurt,Takes The Cake Batter,513fbc1283aa2dc80c00007f,5266a1999f05a39eb300b8dd,NULL,1,LOWFAT - Takes The Cake Batter,NULL,130,10,1,0,NULL,NULL,NULL,NULL,NULL,26,NULL,20,4,NULL,NULL,15,NULL,NULL,NULL,0.5,cup,NULL,NULL,2014-12-30T08:06:10+00:00,22077
K & W Cafeterias,Italian Seafood Salad,513fbc1283aa2dc80c000253,513fc9c4673c4fbc260006ac,NULL,1,Meat Salads - Italian Seafood Salad,NULL,116,18,2,0,NULL,NULL,NULL,30,1273,12,1,0,11,NULL,NULL,NULL,NULL,NULL,NULL,1,serving,NULL,NULL,2014-12-30T07:34:58+00:00,3192
Qdoba,Fat-Free Picante,513fbc1283aa2dc80c00003a,52cdcbf7051cb9eb320019f4,NULL,1,ADD - Add-ons - Fat-Free Picante,NULL,40,0,0,0,0,0,0,0,500,9,1,3,1,1,2,3,1,NULL,NULL,1,serving,NULL,NULL,2013-12-04T10:13:42+00:00,23570
Bill Gray's Restaurant,Kiddie Van. Custard,521b95474a56d006cae2a0ca,53444fa77ba4ca15456f5f85,NULL,1,CUSTARD - Kiddie Van. Custard,NULL,149,NULL,8.7,5.25,NULL,NULL,NULL,57,131,16,0,15,3.5,NULL,NULL,NULL,NULL,NULL,NULL,1,serving,NULL,NULL,2014-12-30T08:21:42+00:00,25007
Ponderosa Steakhouse,Chocolate Mousse Shooter,513fbc1283aa2dc80c00056e,513fc9e63fe3ffd403000a94,NULL,1,All You Can Eat Buffet - Chocolate Mousse Shooter,NULL,84,41,5,4,0,NULL,NULL,0,35,10,0,8,0,NULL,NULL,NULL,NULL,NULL,NULL,1,Ounce,NULL,NULL,2014-12-30T07:55:10+00:00,22725
Applebee's,Strawberry Vinaigrette,513fbc1283aa2dc80c000015,534448e4bbe335144597fd76,NULL,1,KID'S MENU - Strawberry Vinaigrette,NULL,110,NULL,8,1,0,NULL,NULL,NULL,220,9,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,fl oz,NULL,NULL,2014-12-30T08:19:37+00:00,21146
Charlie Brown's Steakhouse,Buffalo Chicken Wrap,521b95444a56d006cae29861,53444d399a631f1645ecfb93,NULL,1,LUNCH SANDWICHES - Buffalo Chicken Wrap,NULL,890,346,38,16,0,NULL,NULL,166,2399,70,3.6,3.2,63,47,18,70,33,NULL,NULL,1,Sandwich,NULL,NULL,2014-12-30T08:24:07+00:00,25528
Johnny Rockets,Tuna Melt,513fbc1283aa2dc80c000044,513fc999927da70408005398,NULL,1,Rocket Melts - Tuna Melt,NULL,810,450,53,14,0,NULL,NULL,90,1460,44,2,4,35,NULL,NULL,NULL,NULL,NULL,NULL,1,serving,NULL,NULL,2014-12-30T07:30:18+00:00,NULL
First Watch,English Muffin,513fbc1283aa2dc80c00081c,516d9a3fe3afed032c7da472,NULL,1,BREAKFAST AND BRUNCH - English Muffin,NULL,110,10,1,0,NULL,NULL,NULL,0,220,22,1,1,5,0,2,15,6,NULL,NULL,1,standard portion size,NULL,NULL,2014-12-30T07:57:07+00:00,26011
Manhattan Bagel,Poppy Seed Bagel Stick,513fbc1283aa2dc80c000172,513fc999927da704080057e9,NULL,1,Bagel Sticks - Poppy Seed,NULL,360,45,5,0,0,NULL,NULL,0,670,69,3,3,12,0,0,4,NULL,NULL,NULL,1,serving,NULL,NULL,2014-12-30T07:30:52+00:00,NULL
Silver Mine Subs,Meatballs - small,513fbc1283aa2dc80c00022d,513fc9c9673c4fbc260044b9,NULL,1,MEATS - Meatballs - small,NULL,260,170,19,6,0,NULL,NULL,45,670,7,2,0,18,4,2,10,15,NULL,NULL,84,grams,NULL,NULL,2014-12-30T07:48:11+00:00,18180
Beef o Brady's,Basket of Straight Fries with Chili Cheese Dip,513fbc1283aa2dc80c000679,516d9a41e3afed032c7dad29,NULL,1,Appetizers - Basket of Straight Fries with Chili Cheese Dip,NULL,910,470,53,14,1,NULL,NULL,30,2320,98,7,2,15,NULL,NULL,NULL,NULL,NULL,NULL,1,plating,NULL,NULL,2014-12-30T07:58:16+00:00,20362
Bonefish Grill,Mediterranean Ratatouille,521b95434a56d006cae29823,52cdd0d3051cb9eb320133b8,NULL,1,DINNER - Seasonal Garnish=Mediterranean Ratatouille,NULL,46,25,3,1,0,NULL,NULL,0,492,5,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,serving,NULL,NULL,2014-12-30T08:14:55+00:00,23892
Einstein Bros. Bagels,"Hot Chocolate, Regular (whole milk)",513fbc1283aa2dc80c00003e,513fc9e73fe3ffd403001214,NULL,1,,NULL,360,130,14,8,0,NULL,NULL,55,120,51,2,44,9,10,2,25,25,NULL,NULL,1,serving,NULL,NULL,2014-12-30T07:56:24+00:00,NULL
Caribou Coffee,"Large Berry Mocha w/ Dark Chocolate, Soy Milk and whip",513fbc1283aa2dc80c000049,513fc999927da70408005f0f,NULL,1,"Large Berry Mocha w/ Dark Chocolate, Soy Milk and whip",NULL,650,330,36,21,0,NULL,NULL,45,160,84,7,69,13,18,0,8,35,NULL,NULL,1,serving,512,NULL,2014-12-30T07:31:45+00:00,NULL
Gordon Biersch Brewery,Blackened Mahi Mahi Sandwich with Crisp Sweet Pot,513fbc1283aa2dc80c00088c,516d9a40e3afed032c7da9ee,NULL,1,Stacked Sandwiches - Blackened Mahi Mahi Sandwich with Crisp Sweet Pot,NULL,988,403,45,7,3,NULL,NULL,133,3328,102,7.9,25,43,0,0,0,0,NULL,NULL,1,Serving,NULL,NULL,2014-12-30T07:57:52+00:00,20220
Seasons 52,Swordfish Soba Noodle,513fbc1283aa2dc80c000168,529e7f63ea63d4933500995b,NULL,1,Seafood Entrees - Swordfish Soba Noodle,NULL,420,NULL,14,3,NULL,NULL,NULL,110,1360,33,6,6,44,NULL,NULL,NULL,NULL,NULL,NULL,1,plating,NULL,NULL,2014-12-30T08:09:05+00:00,22840
Caribou Coffee,Large Northern Lite Berry Mocha Cooler w/ White Chocolate and non-fat whip,513fbc1283aa2dc80c000049,513fc999927da70408005f57,NULL,1,Large Northern Lite Berry Mocha Cooler w/ White Chocolate and non-fat whip,NULL,395,80,9,9,0,NULL,NULL,0,200,89,9,56,5,0,2,19,0,NULL,NULL,1,serving,775,NULL,2014-12-30T07:31:47+00:00,NULL
IHOP,Blueberry Syrup,513fbc1283aa2dc80c000018,513fc9c6673c4fbc2600201f,NULL,1,Thirst-Quenching Beverages - Syrups - Blueberry Syrup,NULL,110,0,0,0,0,NULL,NULL,0,10,26,0,18,0,NULL,NULL,NULL,NULL,NULL,NULL,1,oz,NULL,NULL,2014-12-30T07:43:04+00:00,NULL
