USDA,"English muffins, whole-wheat - 1 oz",513fcc648110a4cafb90ca5e,513fceb775b8dbbc21002871,NULL,3,NULL,NULL,57,5,0,0,NULL,0,0,0,103,11,1,2,2,0,0,7,3,NULL,1,oz,28,2013-06-28T10:53:50-04:00
USDA,"Veal, variety meats and by-products, pancreas, cooked, braised - 1 unit, cooked (yield from 1 lb raw meat)",513fcc648110a4cafb90ca5e,513fceb675b8dbbc210024ea,NULL,3,NULL,NULL,614,315,35,12,NULL,6,12,0,163,0,0,0,69,0,23,4,31,NULL,1,"unit, cooked (yield from 1 lb raw meat)",240,2013-06-28T10:53:50-04:00
USDA,"Beef, tenderloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled - 3 oz",513fcc648110a4cafb90ca5e,513fceb575b8dbbc21001bbd,NULL,3,NULL,NULL,185,85,9,3,NULL,0,3,73,47,0,0,0,23,0,0,1,8,NULL,3,oz,85,2013-06-28T10:53:50-04:00
USDA,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted - 1 slice",513fcc648110a4cafb90ca5e,513fceb575b8dbbc210013e6,NULL,3,NULL,NULL,201,66,7,0,NULL,0,0,92,1416,1,0,1,32,1,0,0,6,NULL,1,slice,145,2013-06-28T10:53:50-04:00
USDA,"Syrups, table blends, cane and 15% maple - 1 cup",513fcc648110a4cafb90ca5e,513fceb775b8dbbc21002cc8,NULL,3,NULL,NULL,875,2,0,0,NULL,0,0,0,327,218,0,214,0,0,0,3,3,NULL,1,cup,315,2013-06-28T10:53:50-04:00
USDA,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, cooked - 1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",513fcc648110a4cafb90ca5e,513fceb675b8dbbc210023c3,NULL,3,NULL,NULL,677,444,49,24,NULL,2,19,241,102,0,0,0,54,0,0,3,25,NULL,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",222,2013-06-28T10:53:50-04:00
USDA,"Brussels sprouts, cooked, boiled, drained, without salt - 1 sprout",513fcc648110a4cafb90ca5e,513fceb575b8dbbc210014b1,NULL,3,NULL,NULL,7,0,0,0,NULL,0,0,0,4,1,0,0,0,3,21,0,1,NULL,1,sprout,21,2013-06-28T10:53:50-04:00
USDA,"Snacks, tortilla chips, plain, white corn - 1 oz",513fcc648110a4cafb90ca5e,513fceb775b8dbbc21002afd,NULL,3,NULL,NULL,138,59,6,0,NULL,3,1,0,119,18,1,0,2,0,0,4,3,NULL,1,oz,28,2013-06-28T10:53:50-04:00
USDA,"Beans, snap, canned, all styles, seasoned, solids and liquids - 0.5 cup",513fcc648110a4cafb90ca5e,513fceb575b8dbbc2100147f,NULL,3,NULL,NULL,18,2,0,0,NULL,0,0,0,425,3,1,0,0,11,5,2,2,NULL,0,cup,114,2013-06-28T10:53:50-04:00
USDA,"Onions, frozen, chopped, cooked, boiled, drained, with salt - 0.5 cup, chopped or diced",513fcc648110a4cafb90ca5e,513fceb575b8dbbc21001882,NULL,3,NULL,NULL,27,0,0,0,NULL,0,0,0,260,6,1,3,0,0,4,1,1,NULL,0,"cup, chopped or diced",105,2013-06-28T10:53:50-04:00
USDA,"Fast foods, biscuit, with egg, cheese, and bacon - 1 item",513fcc648110a4cafb90ca5e,513fceb775b8dbbc21002e5c,NULL,3,NULL,NULL,436,228,25,8,NULL,2,11,240,1183,35,0,2,17,8,0,14,12,NULL,1,item,145,2013-06-28T10:53:50-04:00
USDA,"Onions, frozen, chopped, cooked, boiled, drained, with salt - 0.5 cup, chopped or diced",513fcc648110a4cafb90ca5e,513fceb575b8dbbc21001882,NULL,3,NULL,NULL,27,0,0,0,NULL,0,0,0,260,6,1,3,0,0,4,1,1,NULL,0,"cup, chopped or diced",105,2013-06-28T10:53:50-04:00
USDA,"Frankfurter, meat and poultry, low fat - 1 cup, sliced",513fcc648110a4cafb90ca5e,513fceb875b8dbbc21003623,NULL,3,NULL,NULL,173,36,4,1,NULL,0,1,62,1405,12,0,0,22,0,0,1,7,NULL,1,"cup, sliced",143,2013-06-28T10:53:50-04:00
USDA,"Restaurant, Latino, arroz con leche (rice pudding) - 1 cup",513fcc648110a4cafb90ca5e,513fceb875b8dbbc21003571,NULL,3,NULL,NULL,369,84,9,4,NULL,1,2,20,268,63,1,38,8,0,0,22,3,NULL,1,cup,253,2013-06-28T10:53:50-04:00
USDA,"Babyfood, dessert, fruit dessert, without ascorbic acid, junior - 1 tbsp",513fcc648110a4cafb90ca5e,513fceb375b8dbbc210004e4,NULL,3,NULL,NULL,9,0,0,0,NULL,0,0,0,0,2,0,1,0,0,0,0,0,NULL,1,tbsp,15,2013-06-28T10:53:50-04:00
USDA,"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar - 1 bar fun size",513fcc648110a4cafb90ca5e,513fceb875b8dbbc210035f9,NULL,3,NULL,NULL,84,29,3,2,NULL,0,0,1,31,13,0,10,0,0,0,1,1,NULL,1,bar fun size,19,2013-06-28T10:53:50-04:00
